,origin,hs07,year,export_val
20937,mwi,Footwear / Headgear,2012,116261.0
20938,mwi,Footwear / Headgear,2013,308040.6
20939,mwi,Footwear / Headgear,2014,1940768.67
20940,mwi,Footwear / Headgear,2015,3696684.31
20941,mwi,Footwear / Headgear,2016,1498252.0
20942,mwi,Footwear / Headgear,2017,75870.0
20943,mwi,Machinery / Electrical,2008,8934565.629999997
20944,mwi,Machinery / Electrical,2009,18191985.05
20945,mwi,Machinery / Electrical,2010,17220475.119999997
20946,mwi,Machinery / Electrical,2011,18688864.59
20947,mwi,Machinery / Electrical,2012,4993490.44
20948,mwi,Machinery / Electrical,2013,15862136.559999997
20949,mwi,Machinery / Electrical,2014,104846608.96000002
20950,mwi,Machinery / Electrical,2015,35759872.94
20951,mwi,Machinery / Electrical,2016,5631129.98
20952,mwi,Machinery / Electrical,2017,5050023.12
20953,mwi,Metals,2008,2961915.92
20954,mwi,Metals,2009,5971355.699999999
20955,mwi,Metals,2010,4571032.48
20956,mwi,Metals,2011,12274258.939999998
20957,mwi,Metals,2012,1828396.3499999999
20958,mwi,Metals,2013,3249806.46
20959,mwi,Metals,2014,8319684.6899999995
20960,mwi,Metals,2015,9271231.279999997
20961,mwi,Metals,2016,3605359.64
20962,mwi,Metals,2017,3652534.19
20963,mwi,Mineral Products,2008,1507221.0799999998
20964,mwi,Mineral Products,2009,18597055.97
20965,mwi,Mineral Products,2010,164815855.92000002
20966,mwi,Mineral Products,2011,201626423.94
20967,mwi,Mineral Products,2012,1397604.74
20968,mwi,Mineral Products,2013,138848923.87999997
20969,mwi,Mineral Products,2014,41497760.43000001
20970,mwi,Mineral Products,2015,1849091.2900000003
20971,mwi,Mineral Products,2016,309915.58999999997
20972,mwi,Mineral Products,2017,161575.28
20973,mwi,Miscellaneous,2008,4187401.7800000003
20974,mwi,Miscellaneous,2009,4556612.050000001
20975,mwi,Miscellaneous,2010,3789386.93
20976,mwi,Miscellaneous,2011,28272652.21
20977,mwi,Miscellaneous,2012,1466019.0400000003
20978,mwi,Miscellaneous,2013,3703302.1700000004
20979,mwi,Miscellaneous,2014,9912678.659999998
20980,mwi,Miscellaneous,2015,10045280.56
20981,mwi,Miscellaneous,2016,692956.3
20982,mwi,Miscellaneous,2017,973437.53
20983,mwi,Plastics / Rubbers,2008,10727686.240000002
20984,mwi,Plastics / Rubbers,2009,19609073.05
20985,mwi,Plastics / Rubbers,2010,28791401.57
20986,mwi,Plastics / Rubbers,2011,34869110.8
20987,mwi,Plastics / Rubbers,2012,19737723.859999996
20988,mwi,Plastics / Rubbers,2013,25139951.550000004
20989,mwi,Plastics / Rubbers,2014,23972301.04
20990,mwi,Plastics / Rubbers,2015,25736758.169999998
20991,mwi,Plastics / Rubbers,2016,6641242.05
20992,mwi,Plastics / Rubbers,2017,8771009.56
20993,mwi,"Raw Hides, Skins, Leather, & Furs",2008,1707713.98
20994,mwi,"Raw Hides, Skins, Leather, & Furs",2009,1466619.9100000001
20995,mwi,"Raw Hides, Skins, Leather, & Furs",2010,993463.6900000001
20996,mwi,"Raw Hides, Skins, Leather, & Furs",2011,1744482.8
20997,mwi,"Raw Hides, Skins, Leather, & Furs",2012,1678573.8599999999
20998,mwi,"Raw Hides, Skins, Leather, & Furs",2013,3297624.7600000002
20999,mwi,"Raw Hides, Skins, Leather, & Furs",2014,4926525.069999999
21000,mwi,"Raw Hides, Skins, Leather, & Furs",2015,8419077.84
21001,mwi,"Raw Hides, Skins, Leather, & Furs",2016,2955995.43
21002,mwi,"Raw Hides, Skins, Leather, & Furs",2017,2483317.35
21003,mwi,Stone / Glass,2008,824119.92
21004,mwi,Stone / Glass,2009,768893.64
21005,mwi,Stone / Glass,2010,943370.78
21006,mwi,Stone / Glass,2011,974742.79
21007,mwi,Stone / Glass,2012,202935.07
21008,mwi,Stone / Glass,2013,623210.82
21009,mwi,Stone / Glass,2014,8225177.97
21010,mwi,Stone / Glass,2015,7456554.720000002
21011,mwi,Stone / Glass,2016,83086166.81
21012,mwi,Stone / Glass,2017,170123.95
21013,mwi,Textiles,2008,78658139.01999998
21014,mwi,Textiles,2009,54959613.90000001
21015,mwi,Textiles,2010,70366110.93000002
21016,mwi,Textiles,2011,99655761.83
21017,mwi,Textiles,2012,50726942.08
21018,mwi,Textiles,2013,68769993.13
21019,mwi,Textiles,2014,46128620.65
21020,mwi,Textiles,2015,46954367.53000001
21021,mwi,Textiles,2016,3744399.49
21022,mwi,Textiles,2017,8398321.040000001
21023,mwi,Transportation,2008,51407226.58
21024,mwi,Transportation,2009,13342993.69
21025,mwi,Transportation,2010,17186700.75
21026,mwi,Transportation,2011,26909124.130000003
21027,mwi,Transportation,2012,3573462.0100000002
21028,mwi,Transportation,2013,14261428.96
21029,mwi,Transportation,2014,13272563.34
21030,mwi,Transportation,2015,15716217.82
21031,mwi,Transportation,2016,1224253.26
21032,mwi,Transportation,2017,3900092.25
21033,mwi,Vegetable Products,2008,117090581.53000002
21034,mwi,Vegetable Products,2009,249156585.92000005
21035,mwi,Vegetable Products,2010,178510666.5199999
21036,mwi,Vegetable Products,2011,278765103.15
21037,mwi,Vegetable Products,2012,196879518.09000003
21038,mwi,Vegetable Products,2013,210478040.80000004
21039,mwi,Vegetable Products,2014,255339795.79000005
21040,mwi,Vegetable Products,2015,250893046.2600001
21041,mwi,Vegetable Products,2016,174006285.90000004
21042,mwi,Vegetable Products,2017,158316012.26000005
21043,mwi,Wood & Wood Products,2008,11077534.48
21044,mwi,Wood & Wood Products,2009,12699858.58
21045,mwi,Wood & Wood Products,2010,14102441.79
21046,mwi,Wood & Wood Products,2011,14288804.01
21047,mwi,Wood & Wood Products,2012,10352214.13
21048,mwi,Wood & Wood Products,2013,17534157.659999996
21049,mwi,Wood & Wood Products,2014,25036152.52999999
21050,mwi,Wood & Wood Products,2015,14559447.759999998
21051,mwi,Wood & Wood Products,2016,6422567.04
21052,mwi,Wood & Wood Products,2017,9353603.25
21053,mys,Animal & Animal Products,2008,1155898451.9299998
21054,mys,Animal & Animal Products,2009,1058402358.3000001
21055,mys,Animal & Animal Products,2010,1286569152.0800004
21056,mys,Animal & Animal Products,2011,1523806000.1900005
21057,mys,Animal & Animal Products,2012,1447966936.22
21058,mys,Animal & Animal Products,2013,1399382108.84
21059,mys,Animal & Animal Products,2014,1530923545.7699997
21060,mys,Animal & Animal Products,2015,1369750765.0299997
21061,mys,Animal & Animal Products,2016,1290723234.2000003
21062,mys,Animal & Animal Products,2017,1270656917.6700003
21063,mys,Chemicals & Allied Industries,2008,7044526612.679997
21064,mys,Chemicals & Allied Industries,2009,7813929895.179999
21065,mys,Chemicals & Allied Industries,2010,10058323126.420002
21066,mys,Chemicals & Allied Industries,2011,12542487885.760008
21067,mys,Chemicals & Allied Industries,2012,12303001746.719997
21068,mys,Chemicals & Allied Industries,2013,12768827428.87
21069,mys,Chemicals & Allied Industries,2014,13019592031.590006
21070,mys,Chemicals & Allied Industries,2015,11664542898.540005
21071,mys,Chemicals & Allied Industries,2016,11497117095.940006
21072,mys,Chemicals & Allied Industries,2017,12920767749.32
21073,mys,Foodstuffs,2008,2853598305.289999
21074,mys,Foodstuffs,2009,3581958208.009999
21075,mys,Foodstuffs,2010,4651756584.709998
21076,mys,Foodstuffs,2011,5507762874.67
21077,mys,Foodstuffs,2012,5808164376.16
21078,mys,Foodstuffs,2013,6027424630.969997
21079,mys,Foodstuffs,2014,6322230017.520002
21080,mys,Foodstuffs,2015,5893216648.21
21081,mys,Foodstuffs,2016,6146862243.87
21082,mys,Foodstuffs,2017,5961974365.629999
21083,mys,Footwear / Headgear,2008,189307692.67
21084,mys,Footwear / Headgear,2009,236378608.37999997
21085,mys,Footwear / Headgear,2010,243641009.84000006
21086,mys,Footwear / Headgear,2011,228044745.85
21087,mys,Footwear / Headgear,2012,184708161.53999993
21088,mys,Footwear / Headgear,2013,191775067.97000006
21089,mys,Footwear / Headgear,2014,195089001.31000003
21090,mys,Footwear / Headgear,2015,193685003.26999998
21091,mys,Footwear / Headgear,2016,165245524.05
21092,mys,Footwear / Headgear,2017,218361880.4
21093,mys,Machinery / Electrical,2008,73620818391.81999
21094,mys,Machinery / Electrical,2009,69866343395.76003
21095,mys,Machinery / Electrical,2010,90940677701.0
21096,mys,Machinery / Electrical,2011,99732868466.59999
21097,mys,Machinery / Electrical,2012,85906632430.79999
21098,mys,Machinery / Electrical,2013,90108929618.3
21099,mys,Machinery / Electrical,2014,103760734845.81999
21100,mys,Machinery / Electrical,2015,112404820747.35997
21101,mys,Machinery / Electrical,2016,115533888585.83
21102,mys,Machinery / Electrical,2017,91240055294.56999
21103,mys,Metals,2008,6915838558.569996
21104,mys,Metals,2009,7217506317.759998
21105,mys,Metals,2010,9206331714.050005
21106,mys,Metals,2011,12057710626.929998
21107,mys,Metals,2012,10575840224.890003
21108,mys,Metals,2013,11475838505.669998
21109,mys,Metals,2014,12023660363.89
21110,mys,Metals,2015,11588719946.480003
21111,mys,Metals,2016,10102383827.929998
21112,mys,Metals,2017,12075559312.100004
21113,mys,Mineral Products,2008,31116111846.350002
21114,mys,Mineral Products,2009,26898633036.97
21115,mys,Mineral Products,2010,39816439235.86
21116,mys,Mineral Products,2011,51550123772.14001
21117,mys,Mineral Products,2012,57832779283.41
21118,mys,Mineral Products,2013,63194546857.03
21119,mys,Mineral Products,2014,61587198261.44999
21120,mys,Mineral Products,2015,38849670002.75
21121,mys,Mineral Products,2016,32058385753.140003
21122,mys,Mineral Products,2017,42459899154.99
21123,mys,Miscellaneous,2008,7229596043.590001
21124,mys,Miscellaneous,2009,7348192546.370002
21125,mys,Miscellaneous,2010,9901683980.360003
21126,mys,Miscellaneous,2011,10747553084.869999
21127,mys,Miscellaneous,2012,11981895768.539999
21128,mys,Miscellaneous,2013,11562078413.52
21129,mys,Miscellaneous,2014,12293228601.299995
21130,mys,Miscellaneous,2015,12753980226.289999
21131,mys,Miscellaneous,2016,13260258342.300001
21132,mys,Miscellaneous,2017,13051321017.69
21133,mys,Plastics / Rubbers,2008,11702434999.97
21134,mys,Plastics / Rubbers,2009,10231118907.720001
21135,mys,Plastics / Rubbers,2010,14597908726.07
21136,mys,Plastics / Rubbers,2011,18171746413.289997
21137,mys,Plastics / Rubbers,2012,15702014047.900002
21138,mys,Plastics / Rubbers,2013,15356038623.450003
21139,mys,Plastics / Rubbers,2014,15135205221.210001
21140,mys,Plastics / Rubbers,2015,13993398623.589996
21141,mys,Plastics / Rubbers,2016,13172473309.46
21142,mys,Plastics / Rubbers,2017,15050698628.690002
21143,mys,"Raw Hides, Skins, Leather, & Furs",2008,85067630.53
21144,mys,"Raw Hides, Skins, Leather, & Furs",2009,87651695.6
21145,mys,"Raw Hides, Skins, Leather, & Furs",2010,97595581.74000001
21146,mys,"Raw Hides, Skins, Leather, & Furs",2011,124270234.62999998
21147,mys,"Raw Hides, Skins, Leather, & Furs",2012,122767393.68
21148,mys,"Raw Hides, Skins, Leather, & Furs",2013,140305331.48
21149,mys,"Raw Hides, Skins, Leather, & Furs",2014,156306931.53
21150,mys,"Raw Hides, Skins, Leather, & Furs",2015,149795553.16
21151,mys,"Raw Hides, Skins, Leather, & Furs",2016,115347566.59000002
21152,mys,"Raw Hides, Skins, Leather, & Furs",2017,132224023.42
21153,mys,Stone / Glass,2008,3741307250.2200003
21154,mys,Stone / Glass,2009,3865568428.5299997
21155,mys,Stone / Glass,2010,4498961735.869999
21156,mys,Stone / Glass,2011,5373135335.049999
21157,mys,Stone / Glass,2012,4941644276.65
21158,mys,Stone / Glass,2013,5287135926.38
21159,mys,Stone / Glass,2014,5222594228.889999
21160,mys,Stone / Glass,2015,4534370419.2699995
21161,mys,Stone / Glass,2016,4696919092.88
21162,mys,Stone / Glass,2017,4165363791.180001
21163,mys,Textiles,2008,3198043798.53
21164,mys,Textiles,2009,2925434788.010001
21165,mys,Textiles,2010,3177987585.589999
21166,mys,Textiles,2011,3952999577.339999
21167,mys,Textiles,2012,3521257129.8699994
21168,mys,Textiles,2013,3456861110.1300015
21169,mys,Textiles,2014,3628484473.62
21170,mys,Textiles,2015,3407458639.45
21171,mys,Textiles,2016,3215567891.649999
21172,mys,Textiles,2017,3263001584.949999
21173,mys,Transportation,2008,1153375946.26
21174,mys,Transportation,2009,2214220325.7100005
21175,mys,Transportation,2010,2463238125.85
21176,mys,Transportation,2011,3009922523.0299997
21177,mys,Transportation,2012,2978168606.5099998
21178,mys,Transportation,2013,2976551132.4399996
21179,mys,Transportation,2014,3064341510.3100004
21180,mys,Transportation,2015,3151919775.18
21181,mys,Transportation,2016,3123680029.3300004
21182,mys,Transportation,2017,3566004175.9700003
21183,mys,Vegetable Products,2008,13679476774.189995
21184,mys,Vegetable Products,2009,13110868286.53
21185,mys,Vegetable Products,2010,16912788321.97
21186,mys,Vegetable Products,2011,23234029758.720005
21187,mys,Vegetable Products,2012,20303964276.85
21188,mys,Vegetable Products,2013,17176662638.24
21189,mys,Vegetable Products,2014,16924146992.75
21190,mys,Vegetable Products,2015,13653679170.639997
21191,mys,Vegetable Products,2016,13573994793.409998
21192,mys,Vegetable Products,2017,14183756008.97
21193,mys,Wood & Wood Products,2008,5073881129.650001
21194,mys,Wood & Wood Products,2009,4878531614.65
21195,mys,Wood & Wood Products,2010,5819353403.220001
21196,mys,Wood & Wood Products,2011,6561385392.420003
21197,mys,Wood & Wood Products,2012,5595159431.130001
21198,mys,Wood & Wood Products,2013,6305950367.73
21199,mys,Wood & Wood Products,2014,6395051499.680001
21200,mys,Wood & Wood Products,2015,5861797712.290001
21201,mys,Wood & Wood Products,2016,5361097071.240001
21202,mys,Wood & Wood Products,2017,5120757954.11
21203,ncl,Animal & Animal Products,2008,31129930.460000005
21204,ncl,Animal & Animal Products,2009,27966481.43
21205,ncl,Animal & Animal Products,2010,21818678.73
21206,ncl,Animal & Animal Products,2011,23345450.169999998
21207,ncl,Animal & Animal Products,2012,22540094.599999998
21208,ncl,Animal & Animal Products,2013,24447184.98
21209,ncl,Animal & Animal Products,2014,25998528.799999997
21210,ncl,Animal & Animal Products,2015,21382069.21
21211,ncl,Animal & Animal Products,2016,7740565.9
21212,ncl,Animal & Animal Products,2017,5223711.9399999995
21213,ncl,Chemicals & Allied Industries,2008,4235403.94
21214,ncl,Chemicals & Allied Industries,2009,4854490.749999999
21215,ncl,Chemicals & Allied Industries,2010,7513292.869999999
21216,ncl,Chemicals & Allied Industries,2011,133156941.42
21217,ncl,Chemicals & Allied Industries,2012,88379472.61999999
21218,ncl,Chemicals & Allied Industries,2013,120814271.60000005
21219,ncl,Chemicals & Allied Industries,2014,146373780.76
21220,ncl,Chemicals & Allied Industries,2015,82251333.05000001
21221,ncl,Chemicals & Allied Industries,2016,7259917.43
21222,ncl,Chemicals & Allied Industries,2017,31643717.41
21223,ncl,Foodstuffs,2008,1902747.26
21224,ncl,Foodstuffs,2009,1457789.5599999998
21225,ncl,Foodstuffs,2010,1930104.12
21226,ncl,Foodstuffs,2011,1761972.02
21227,ncl,Foodstuffs,2012,1573756.8800000001
21228,ncl,Foodstuffs,2013,2371603.7600000002
21229,ncl,Foodstuffs,2014,1578345.5599999998
21230,ncl,Foodstuffs,2015,1941369.0199999998
21231,ncl,Foodstuffs,2016,1005081.23
21232,ncl,Foodstuffs,2017,1289785.5699999998
21233,ncl,Footwear / Headgear,2008,650833.0
21234,ncl,Footwear / Headgear,2009,295584.0
21235,ncl,Footwear / Headgear,2010,359750.95
21236,ncl,Footwear / Headgear,2011,348150.48000000004
21237,ncl,Footwear / Headgear,2012,300048.99
21238,ncl,Footwear / Headgear,2013,242968.62
21239,ncl,Footwear / Headgear,2014,287542.46
21240,ncl,Footwear / Headgear,2015,355482.06
21241,ncl,Footwear / Headgear,2016,173316.0
21242,ncl,Footwear / Headgear,2017,185180.0
21243,ncl,Machinery / Electrical,2008,21779930.07
21244,ncl,Machinery / Electrical,2009,444544754.06
21245,ncl,Machinery / Electrical,2010,21007551.03
21246,ncl,Machinery / Electrical,2011,23890084.6
21247,ncl,Machinery / Electrical,2012,19992450.990000002
21248,ncl,Machinery / Electrical,2013,27051167.350000005
21249,ncl,Machinery / Electrical,2014,29399987.650000006
21250,ncl,Machinery / Electrical,2015,17367162.5
21251,ncl,Machinery / Electrical,2016,11995597.91
21252,ncl,Machinery / Electrical,2017,10457568.760000002
21253,ncl,Metals,2008,1215121824.99
21254,ncl,Metals,2009,802086069.37
21255,ncl,Metals,2010,980011484.3099998
21256,ncl,Metals,2011,1342610567.9500003
21257,ncl,Metals,2012,1003404825.13
21258,ncl,Metals,2013,977817189.0099999
21259,ncl,Metals,2014,1231102084.32
21260,ncl,Metals,2015,1060137665.16
21261,ncl,Metals,2016,1021578100.16
21262,ncl,Metals,2017,1086139500.9099998
21263,ncl,Mineral Products,2008,305054659.93
21264,ncl,Mineral Products,2009,243421706.26999998
21265,ncl,Mineral Products,2010,396740732.80999994
21266,ncl,Mineral Products,2011,413132276.96000004
21267,ncl,Mineral Products,2012,329887679.58000004
21268,ncl,Mineral Products,2013,277993265.32
21269,ncl,Mineral Products,2014,356658783.41999996
21270,ncl,Mineral Products,2015,267108301.85
21271,ncl,Mineral Products,2016,245429216.70999998
21272,ncl,Mineral Products,2017,332067023.26000005
21273,ncl,Miscellaneous,2008,5583789.17
21274,ncl,Miscellaneous,2009,157046457.13000003
21275,ncl,Miscellaneous,2010,6339435.760000001
21276,ncl,Miscellaneous,2011,6200100.58
21277,ncl,Miscellaneous,2012,9597347.270000001
21278,ncl,Miscellaneous,2013,8034569.42
21279,ncl,Miscellaneous,2014,5958474.109999999
21280,ncl,Miscellaneous,2015,6908883.379999999
21281,ncl,Miscellaneous,2016,2224318.03
21282,ncl,Miscellaneous,2017,4402165.57
21283,ncl,Plastics / Rubbers,2008,5248066.6
21284,ncl,Plastics / Rubbers,2009,1694162.7699999998
21285,ncl,Plastics / Rubbers,2010,2086150.56
21286,ncl,Plastics / Rubbers,2011,2787801.42
21287,ncl,Plastics / Rubbers,2012,1565572.03
21288,ncl,Plastics / Rubbers,2013,1765952.5699999998
21289,ncl,Plastics / Rubbers,2014,1480805.04
21290,ncl,Plastics / Rubbers,2015,1724570.49
21291,ncl,Plastics / Rubbers,2016,481620.88000000006
21292,ncl,Plastics / Rubbers,2017,265959.04999999993
21293,ncl,"Raw Hides, Skins, Leather, & Furs",2008,515892.49000000005
21294,ncl,"Raw Hides, Skins, Leather, & Furs",2009,699279.09
21295,ncl,"Raw Hides, Skins, Leather, & Furs",2010,381166.31
21296,ncl,"Raw Hides, Skins, Leather, & Furs",2011,370831.53
21297,ncl,"Raw Hides, Skins, Leather, & Furs",2012,330300.35
21298,ncl,"Raw Hides, Skins, Leather, & Furs",2013,284991.76
21299,ncl,"Raw Hides, Skins, Leather, & Furs",2014,159016.63999999998
21300,ncl,"Raw Hides, Skins, Leather, & Furs",2015,1088245.28
21301,ncl,"Raw Hides, Skins, Leather, & Furs",2016,216210.69
21302,ncl,"Raw Hides, Skins, Leather, & Furs",2017,110757.81000000001
21303,ncl,Stone / Glass,2008,913605.8300000001
21304,ncl,Stone / Glass,2009,479516.78
21305,ncl,Stone / Glass,2010,890685.05
21306,ncl,Stone / Glass,2011,1355622.7399999998
21307,ncl,Stone / Glass,2012,1782710.19
21308,ncl,Stone / Glass,2013,1540406.3299999996
21309,ncl,Stone / Glass,2014,1056869.19
21310,ncl,Stone / Glass,2015,1066107.96
21311,ncl,Stone / Glass,2016,227966.86
21312,ncl,Stone / Glass,2017,182675.57
21313,ncl,Textiles,2008,1381050.48
21314,ncl,Textiles,2009,1391281.1300000001
21315,ncl,Textiles,2010,1213471.5399999998
21316,ncl,Textiles,2011,1244693.11
21317,ncl,Textiles,2012,2117645.65
21318,ncl,Textiles,2013,1448084.96
21319,ncl,Textiles,2014,1369055.5799999998
21320,ncl,Textiles,2015,2410058.3400000003
21321,ncl,Textiles,2016,682575.3200000001
21322,ncl,Textiles,2017,325381.54000000004
21323,ncl,Transportation,2008,10187803.950000003
21324,ncl,Transportation,2009,397773686.69
21325,ncl,Transportation,2010,6481030.380000002
21326,ncl,Transportation,2011,33623176.59
21327,ncl,Transportation,2012,7694346.2299999995
21328,ncl,Transportation,2013,12409429.58
21329,ncl,Transportation,2014,11633687.14
21330,ncl,Transportation,2015,19101656.099999998
21331,ncl,Transportation,2016,9959858.049999999
21332,ncl,Transportation,2017,5660188.47
21333,ncl,Vegetable Products,2008,2938624.2800000003
21334,ncl,Vegetable Products,2009,2652376.77
21335,ncl,Vegetable Products,2010,2262791.31
21336,ncl,Vegetable Products,2011,2130752.39
21337,ncl,Vegetable Products,2012,2937120.14
21338,ncl,Vegetable Products,2013,2291022.17
21339,ncl,Vegetable Products,2014,1642263.4700000002
21340,ncl,Vegetable Products,2015,4085924.2
21341,ncl,Vegetable Products,2016,2020237.01
21342,ncl,Vegetable Products,2017,2601943.610000001
21343,ncl,Wood & Wood Products,2008,1575507.9300000002
21344,ncl,Wood & Wood Products,2009,1399140.95
21345,ncl,Wood & Wood Products,2010,7424692.4399999995
21346,ncl,Wood & Wood Products,2011,2071885.0299999996
21347,ncl,Wood & Wood Products,2012,1758634.0999999999
21348,ncl,Wood & Wood Products,2013,1641066.8299999998
21349,ncl,Wood & Wood Products,2014,1521492.9800000002
21350,ncl,Wood & Wood Products,2015,3298372.4500000007
21351,ncl,Wood & Wood Products,2016,964791.72
21352,ncl,Wood & Wood Products,2017,1012057.76
21353,ner,Animal & Animal Products,2008,124873.40999999999
21354,ner,Animal & Animal Products,2009,133545047.82999997
21355,ner,Animal & Animal Products,2010,48095617.19
21356,ner,Animal & Animal Products,2011,43510546.39
21357,ner,Animal & Animal Products,2012,36708762.4
21358,ner,Animal & Animal Products,2013,20281762.36
21359,ner,Animal & Animal Products,2014,18758273.28
21360,ner,Animal & Animal Products,2015,8615881.16
21361,ner,Animal & Animal Products,2016,7975948.04
21362,ner,Animal & Animal Products,2017,977661.77
21363,ner,Chemicals & Allied Industries,2008,47013421.73999999
21364,ner,Chemicals & Allied Industries,2009,302477191.7099999
21365,ner,Chemicals & Allied Industries,2010,259709719.45
21366,ner,Chemicals & Allied Industries,2011,467316305.08
21367,ner,Chemicals & Allied Industries,2012,580597506.07
21368,ner,Chemicals & Allied Industries,2013,931815332.39
21369,ner,Chemicals & Allied Industries,2014,549287267.1799998
21370,ner,Chemicals & Allied Industries,2015,607195635.2499999
21371,ner,Chemicals & Allied Industries,2016,337828915.66
21372,ner,Chemicals & Allied Industries,2017,330787758.5499999
21373,ner,Foodstuffs,2008,2814201.83
21374,ner,Foodstuffs,2009,10666217.899999999
21375,ner,Foodstuffs,2010,15949029.799999997
21376,ner,Foodstuffs,2011,34960363.06
21377,ner,Foodstuffs,2012,59958383.800000004
21378,ner,Foodstuffs,2013,1345330418.68
21379,ner,Foodstuffs,2014,30872918.610000003
21380,ner,Foodstuffs,2015,31635883.87999999
21381,ner,Foodstuffs,2016,49906428.120000005
21382,ner,Foodstuffs,2017,1619256.01
21383,ner,Footwear / Headgear,2008,36125.0
21384,ner,Footwear / Headgear,2009,992009.0
21385,ner,Footwear / Headgear,2010,583937.0
21386,ner,Footwear / Headgear,2011,1419886.67
21387,ner,Footwear / Headgear,2012,2561126.0
21388,ner,Footwear / Headgear,2013,4349483.13
21389,ner,Footwear / Headgear,2014,195294.79
21390,ner,Footwear / Headgear,2015,356041.0
21391,ner,Footwear / Headgear,2016,564311.0
21392,ner,Footwear / Headgear,2017,62447.0
21393,ner,Machinery / Electrical,2008,11487003.84
21394,ner,Machinery / Electrical,2009,10943366.559999997
21395,ner,Machinery / Electrical,2010,27454330.290000003
21396,ner,Machinery / Electrical,2011,49930070.129999995
21397,ner,Machinery / Electrical,2012,19142259.0
21398,ner,Machinery / Electrical,2013,21120007.029999997
21399,ner,Machinery / Electrical,2014,29546631.76
21400,ner,Machinery / Electrical,2015,10473025.1
21401,ner,Machinery / Electrical,2016,16707452.479999999
21402,ner,Machinery / Electrical,2017,8603619.71
21403,ner,Metals,2008,2953074.5000000005
21404,ner,Metals,2009,751257.6699999999
21405,ner,Metals,2010,1128603.9300000002
21406,ner,Metals,2011,2174890.17
21407,ner,Metals,2012,1585175.0099999995
21408,ner,Metals,2013,7127092.550000001
21409,ner,Metals,2014,2245264.5200000005
21410,ner,Metals,2015,2142265.7399999993
21411,ner,Metals,2016,1898006.5
21412,ner,Metals,2017,1358191.1600000001
21413,ner,Mineral Products,2008,55886072.879999995
21414,ner,Mineral Products,2009,160508988.72
21415,ner,Mineral Products,2010,273122336.49
21416,ner,Mineral Products,2011,538367681.27
21417,ner,Mineral Products,2012,520724981.98
21418,ner,Mineral Products,2013,530305911.91
21419,ner,Mineral Products,2014,373703623.57
21420,ner,Mineral Products,2015,271556569.58
21421,ner,Mineral Products,2016,145469312.44
21422,ner,Mineral Products,2017,116694694.38
21423,ner,Miscellaneous,2008,1660817.5399999998
21424,ner,Miscellaneous,2009,4700494.92
21425,ner,Miscellaneous,2010,4366824.280000001
21426,ner,Miscellaneous,2011,3628356.53
21427,ner,Miscellaneous,2012,2964670.36
21428,ner,Miscellaneous,2013,25788507.580000006
21429,ner,Miscellaneous,2014,6186000.779999999
21430,ner,Miscellaneous,2015,3009785.38
21431,ner,Miscellaneous,2016,2487409.4200000004
21432,ner,Miscellaneous,2017,1235204.33
21433,ner,Plastics / Rubbers,2008,2218227.55
21434,ner,Plastics / Rubbers,2009,1720670.05
21435,ner,Plastics / Rubbers,2010,2331344.8999999994
21436,ner,Plastics / Rubbers,2011,2851890.0300000003
21437,ner,Plastics / Rubbers,2012,2002735.8099999998
21438,ner,Plastics / Rubbers,2013,21318482.229999997
21439,ner,Plastics / Rubbers,2014,2046756.2600000002
21440,ner,Plastics / Rubbers,2015,4527717.17
21441,ner,Plastics / Rubbers,2016,4234486.7700000005
21442,ner,Plastics / Rubbers,2017,1245290.1300000001
21443,ner,"Raw Hides, Skins, Leather, & Furs",2008,276696.0
21444,ner,"Raw Hides, Skins, Leather, & Furs",2009,689823.9
21445,ner,"Raw Hides, Skins, Leather, & Furs",2010,421053.22
21446,ner,"Raw Hides, Skins, Leather, & Furs",2011,587087.6799999999
21447,ner,"Raw Hides, Skins, Leather, & Furs",2012,686496.48
21448,ner,"Raw Hides, Skins, Leather, & Furs",2013,485432.58999999997
21449,ner,"Raw Hides, Skins, Leather, & Furs",2014,2305443.76
21450,ner,"Raw Hides, Skins, Leather, & Furs",2015,1159980.99
21451,ner,"Raw Hides, Skins, Leather, & Furs",2016,1230931.47
21452,ner,"Raw Hides, Skins, Leather, & Furs",2017,696234.96
21453,ner,Stone / Glass,2008,1123104.41
21454,ner,Stone / Glass,2009,45207743.9
21455,ner,Stone / Glass,2010,76137603.61
21456,ner,Stone / Glass,2011,2784578.77
21457,ner,Stone / Glass,2012,3490059.47
21458,ner,Stone / Glass,2013,33532582.86
21459,ner,Stone / Glass,2014,27681567.34
21460,ner,Stone / Glass,2015,73348864.41
21461,ner,Stone / Glass,2016,190816097.48000002
21462,ner,Stone / Glass,2017,30974499.41
21463,ner,Textiles,2008,857682.6699999999
21464,ner,Textiles,2009,24876795.299999997
21465,ner,Textiles,2010,25800031.799999997
21466,ner,Textiles,2011,57044916.730000004
21467,ner,Textiles,2012,105686619.08
21468,ner,Textiles,2013,28424675.17
21469,ner,Textiles,2014,32190633.509999998
21470,ner,Textiles,2015,22003701.59
21471,ner,Textiles,2016,41879607.87
21472,ner,Textiles,2017,1012393.89
21473,ner,Transportation,2008,57403676.73
21474,ner,Transportation,2009,4546232.52
21475,ner,Transportation,2010,20180008.49
21476,ner,Transportation,2011,23420349.35
21477,ner,Transportation,2012,7862795.38
21478,ner,Transportation,2013,15338144.39
21479,ner,Transportation,2014,14588086.02
