,origin,hs07,year,export_val
6483,cog,Chemicals & Allied Industries,2008,6782208.499999999
6484,cog,Chemicals & Allied Industries,2009,7821578.09
6485,cog,Chemicals & Allied Industries,2010,7219317.469999999
6486,cog,Chemicals & Allied Industries,2011,8856875.59
6487,cog,Chemicals & Allied Industries,2012,8793451.299999997
6488,cog,Chemicals & Allied Industries,2013,9205331.379999999
6489,cog,Chemicals & Allied Industries,2014,19547255.819999997
6490,cog,Chemicals & Allied Industries,2015,7817261.319999999
6491,cog,Chemicals & Allied Industries,2016,8492222.15
6492,cog,Chemicals & Allied Industries,2017,7850922.029999999
6493,cog,Foodstuffs,2008,11193287.73
6494,cog,Foodstuffs,2009,10251835.34
6495,cog,Foodstuffs,2010,12683930.1
6496,cog,Foodstuffs,2011,12437470.469999999
6497,cog,Foodstuffs,2012,13303773.13
6498,cog,Foodstuffs,2013,17407775.26
6499,cog,Foodstuffs,2014,24257129.12
6500,cog,Foodstuffs,2015,16746677.09
6501,cog,Foodstuffs,2016,14118799.03
6502,cog,Foodstuffs,2017,25078801.19
6503,cog,Footwear / Headgear,2008,7894.0
6504,cog,Footwear / Headgear,2009,164687.0
6505,cog,Footwear / Headgear,2010,13604.0
6506,cog,Footwear / Headgear,2011,57270.0
6507,cog,Footwear / Headgear,2012,25333.0
6508,cog,Footwear / Headgear,2013,110662.0
6509,cog,Footwear / Headgear,2014,20702.0
6510,cog,Footwear / Headgear,2015,6297.0
6511,cog,Footwear / Headgear,2016,9482.0
6512,cog,Footwear / Headgear,2017,204024.52
6513,cog,Machinery / Electrical,2008,28045432.0
6514,cog,Machinery / Electrical,2009,17032716.17
6515,cog,Machinery / Electrical,2010,27722338.099999998
6516,cog,Machinery / Electrical,2011,32917380.59
6517,cog,Machinery / Electrical,2012,20077240.290000003
6518,cog,Machinery / Electrical,2013,16965815.07
6519,cog,Machinery / Electrical,2014,93384379.53
6520,cog,Machinery / Electrical,2015,35800740.11
6521,cog,Machinery / Electrical,2016,25650074.04
6522,cog,Machinery / Electrical,2017,121336755.97000006
6523,cog,Metals,2008,272740103.96000004
6524,cog,Metals,2009,141718409.64
6525,cog,Metals,2010,383945381.76
6526,cog,Metals,2011,406575936.28
6527,cog,Metals,2012,403590096.96999997
6528,cog,Metals,2013,603235196.7500001
6529,cog,Metals,2014,1010863561.1300001
6530,cog,Metals,2015,934362964.5500001
6531,cog,Metals,2016,1614866589.7399998
6532,cog,Metals,2017,884146305.7599996
6533,cog,Mineral Products,2008,9256077236.62
6534,cog,Mineral Products,2009,5806837430.01
6535,cog,Mineral Products,2010,8223076375.86
6536,cog,Mineral Products,2011,9147679838.35
6537,cog,Mineral Products,2012,8819019270.02
6538,cog,Mineral Products,2013,8140664864.78
6539,cog,Mineral Products,2014,8084379852.01
6540,cog,Mineral Products,2015,4106982098.4999995
6541,cog,Mineral Products,2016,2968186293.0600004
6542,cog,Mineral Products,2017,4243541471.92
6543,cog,Miscellaneous,2008,2085262.23
6544,cog,Miscellaneous,2009,2890800.88
6545,cog,Miscellaneous,2010,6070221.61
6546,cog,Miscellaneous,2011,7307535.78
6547,cog,Miscellaneous,2012,4336461.04
6548,cog,Miscellaneous,2013,4353915.19
6549,cog,Miscellaneous,2014,36105782.12
6550,cog,Miscellaneous,2015,3885543.79
6551,cog,Miscellaneous,2016,10595976.99
6552,cog,Miscellaneous,2017,44715620.61
6553,cog,Plastics / Rubbers,2008,8586121.75
6554,cog,Plastics / Rubbers,2009,7201603.9399999995
6555,cog,Plastics / Rubbers,2010,19483512.68
6556,cog,Plastics / Rubbers,2011,35529774.970000006
6557,cog,Plastics / Rubbers,2012,26410255.09
6558,cog,Plastics / Rubbers,2013,14983052.8
6559,cog,Plastics / Rubbers,2014,7527593.220000001
6560,cog,Plastics / Rubbers,2015,3594030.57
6561,cog,Plastics / Rubbers,2016,932695.2699999999
6562,cog,Plastics / Rubbers,2017,3554515.1
6563,cog,"Raw Hides, Skins, Leather, & Furs",2008,137772.0
6564,cog,"Raw Hides, Skins, Leather, & Furs",2009,0.0
6565,cog,"Raw Hides, Skins, Leather, & Furs",2010,7807.0
6566,cog,"Raw Hides, Skins, Leather, & Furs",2011,202544.51
6567,cog,"Raw Hides, Skins, Leather, & Furs",2012,109264.43
6568,cog,"Raw Hides, Skins, Leather, & Furs",2013,10978.0
6569,cog,"Raw Hides, Skins, Leather, & Furs",2014,716828.0
6570,cog,"Raw Hides, Skins, Leather, & Furs",2015,69260.0
6571,cog,"Raw Hides, Skins, Leather, & Furs",2016,10621.0
6572,cog,"Raw Hides, Skins, Leather, & Furs",2017,195617.0
6573,cog,Stone / Glass,2008,153180205.69
6574,cog,Stone / Glass,2009,21644124.42
6575,cog,Stone / Glass,2010,17218904.64
6576,cog,Stone / Glass,2011,19079251.810000002
6577,cog,Stone / Glass,2012,11135869.88
6578,cog,Stone / Glass,2013,3702579.73
6579,cog,Stone / Glass,2014,8771590.120000001
6580,cog,Stone / Glass,2015,5765058.96
6581,cog,Stone / Glass,2016,69913016.35
6582,cog,Stone / Glass,2017,65030796.07
6583,cog,Textiles,2008,882760.4400000001
6584,cog,Textiles,2009,226556.16
6585,cog,Textiles,2010,636916.93
6586,cog,Textiles,2011,826049.6799999999
6587,cog,Textiles,2012,1627425.61
6588,cog,Textiles,2013,346087.6
6589,cog,Textiles,2014,1154859.3699999999
6590,cog,Textiles,2015,547528.56
6591,cog,Textiles,2016,544264.1299999999
6592,cog,Textiles,2017,2053237.23
6593,cog,Transportation,2008,194912.99
6594,cog,Transportation,2009,3761199.8000000003
6595,cog,Transportation,2010,185926244.5
6596,cog,Transportation,2011,4533061.08
6597,cog,Transportation,2012,6193894.629999999
6598,cog,Transportation,2013,2737070.58
6599,cog,Transportation,2014,1829774307.47
6600,cog,Transportation,2015,5447242.930000001
6601,cog,Transportation,2016,7154875.92
6602,cog,Transportation,2017,3265537576.4900002
6603,cog,Vegetable Products,2008,19522861.939999998
6604,cog,Vegetable Products,2009,16898290.32
6605,cog,Vegetable Products,2010,20396817.509999998
6606,cog,Vegetable Products,2011,21364627.640000004
6607,cog,Vegetable Products,2012,20932921.34
6608,cog,Vegetable Products,2013,15091262.739999998
6609,cog,Vegetable Products,2014,18557875.77
6610,cog,Vegetable Products,2015,14374342.05
6611,cog,Vegetable Products,2016,17221150.48
6612,cog,Vegetable Products,2017,17860612.17
6613,cog,Wood & Wood Products,2008,295975237.46000004
6614,cog,Wood & Wood Products,2009,212035512.22
6615,cog,Wood & Wood Products,2010,320615871.19
6616,cog,Wood & Wood Products,2011,393078480.58
6617,cog,Wood & Wood Products,2012,323220789.3599999
6618,cog,Wood & Wood Products,2013,327009624.49
6619,cog,Wood & Wood Products,2014,378125889.5999999
6620,cog,Wood & Wood Products,2015,373093340.6100001
6621,cog,Wood & Wood Products,2016,304463606.7899999
6622,cog,Wood & Wood Products,2017,367790631.92999995
6623,cok,Animal & Animal Products,2008,8667514.5
6624,cok,Animal & Animal Products,2009,8720064.83
6625,cok,Animal & Animal Products,2010,18009155.560000002
6626,cok,Animal & Animal Products,2011,15656529.9
6627,cok,Animal & Animal Products,2012,21729572.650000002
6628,cok,Animal & Animal Products,2013,14904457.76
6629,cok,Animal & Animal Products,2014,22603675.38
6630,cok,Animal & Animal Products,2015,16088282.280000001
6631,cok,Animal & Animal Products,2016,21372751.21
6632,cok,Animal & Animal Products,2017,25288272.66
6633,cok,Chemicals & Allied Industries,2008,0.0
6634,cok,Chemicals & Allied Industries,2009,89079.42
6635,cok,Chemicals & Allied Industries,2010,1118046.6099999999
6636,cok,Chemicals & Allied Industries,2011,404470.13
6637,cok,Chemicals & Allied Industries,2012,8075.0
6638,cok,Chemicals & Allied Industries,2013,108905.12
6639,cok,Chemicals & Allied Industries,2014,185923.98
6640,cok,Chemicals & Allied Industries,2015,9093.960000000001
6641,cok,Chemicals & Allied Industries,2016,50170.79
6642,cok,Chemicals & Allied Industries,2017,615242.62
6643,cok,Foodstuffs,2008,819035.6799999999
6644,cok,Foodstuffs,2009,788899.25
6645,cok,Foodstuffs,2010,782493.7999999999
6646,cok,Foodstuffs,2011,617249.63
6647,cok,Foodstuffs,2012,633171.69
6648,cok,Foodstuffs,2013,428458.04000000004
6649,cok,Foodstuffs,2014,431738.35
6650,cok,Foodstuffs,2015,543566.15
6651,cok,Foodstuffs,2016,533803.22
6652,cok,Foodstuffs,2017,845606.1699999999
6653,cok,Footwear / Headgear,2008,2379.0
6654,cok,Footwear / Headgear,2009,0.0
6655,cok,Footwear / Headgear,2010,10897.0
6656,cok,Footwear / Headgear,2011,115480.0
6657,cok,Footwear / Headgear,2012,2750.0
6658,cok,Footwear / Headgear,2013,3304.0
6659,cok,Footwear / Headgear,2014,20505.0
6660,cok,Footwear / Headgear,2015,17106.0
6661,cok,Footwear / Headgear,2016,223880.0
6662,cok,Footwear / Headgear,2017,111073.0
6663,cok,Machinery / Electrical,2008,2085162.0
6664,cok,Machinery / Electrical,2009,1157980.98
6665,cok,Machinery / Electrical,2010,530127.0
6666,cok,Machinery / Electrical,2011,462934.0
6667,cok,Machinery / Electrical,2012,440627.04
6668,cok,Machinery / Electrical,2013,1942913.0
6669,cok,Machinery / Electrical,2014,879751.0
6670,cok,Machinery / Electrical,2015,1213414.09
6671,cok,Machinery / Electrical,2016,761316.0
6672,cok,Machinery / Electrical,2017,940685.35
6673,cok,Metals,2008,620837.16
6674,cok,Metals,2009,43271.810000000005
6675,cok,Metals,2010,81428.28999999998
6676,cok,Metals,2011,364291.23
6677,cok,Metals,2012,545645.6399999999
6678,cok,Metals,2013,334010.07
6679,cok,Metals,2014,174207.39
6680,cok,Metals,2015,119156.98999999999
6681,cok,Metals,2016,248000.36
6682,cok,Metals,2017,165191.96000000002
6683,cok,Mineral Products,2008,0.0
6684,cok,Mineral Products,2009,201546.51
6685,cok,Mineral Products,2010,0.0
6686,cok,Mineral Products,2011,0.0
6687,cok,Mineral Products,2012,6100.83
6688,cok,Mineral Products,2013,0.0
6689,cok,Mineral Products,2014,23561.22
6690,cok,Mineral Products,2015,0.0
6691,cok,Mineral Products,2016,8009.29
6692,cok,Mineral Products,2017,9343.21
6693,cok,Miscellaneous,2008,213637.37
6694,cok,Miscellaneous,2009,152677.5
6695,cok,Miscellaneous,2010,620375.22
6696,cok,Miscellaneous,2011,179607.0
6697,cok,Miscellaneous,2012,293706.03
6698,cok,Miscellaneous,2013,228051.6
6699,cok,Miscellaneous,2014,167071.12
6700,cok,Miscellaneous,2015,284797.53
6701,cok,Miscellaneous,2016,955203.3200000001
6702,cok,Miscellaneous,2017,879751.63
6703,cok,Plastics / Rubbers,2008,16885.0
6704,cok,Plastics / Rubbers,2009,105669.58
6705,cok,Plastics / Rubbers,2010,305562.15
6706,cok,Plastics / Rubbers,2011,55360.600000000006
6707,cok,Plastics / Rubbers,2012,114088.95999999999
6708,cok,Plastics / Rubbers,2013,26802.489999999998
6709,cok,Plastics / Rubbers,2014,58819.93
6710,cok,Plastics / Rubbers,2015,165317.22
6711,cok,Plastics / Rubbers,2016,59787.03
6712,cok,Plastics / Rubbers,2017,135755.91
6713,cok,"Raw Hides, Skins, Leather, & Furs",2008,0.0
6714,cok,"Raw Hides, Skins, Leather, & Furs",2009,37618.0
6715,cok,"Raw Hides, Skins, Leather, & Furs",2010,9547.0
6716,cok,"Raw Hides, Skins, Leather, & Furs",2011,2729.0
6717,cok,"Raw Hides, Skins, Leather, & Furs",2012,38285.0
6718,cok,"Raw Hides, Skins, Leather, & Furs",2013,76852.0
6719,cok,"Raw Hides, Skins, Leather, & Furs",2014,148512.0
6720,cok,"Raw Hides, Skins, Leather, & Furs",2015,7455.0
6721,cok,"Raw Hides, Skins, Leather, & Furs",2016,0.0
6722,cok,"Raw Hides, Skins, Leather, & Furs",2017,7249.0
6723,cok,Stone / Glass,2008,1247502.82
6724,cok,Stone / Glass,2009,525294.86
6725,cok,Stone / Glass,2010,269066.61
6726,cok,Stone / Glass,2011,274351.0
6727,cok,Stone / Glass,2012,301562.20999999996
6728,cok,Stone / Glass,2013,611294.04
6729,cok,Stone / Glass,2014,803983.3200000001
6730,cok,Stone / Glass,2015,2167503.0
6731,cok,Stone / Glass,2016,4294979.97
6732,cok,Stone / Glass,2017,3674773.28
6733,cok,Textiles,2008,321562.0
6734,cok,Textiles,2009,189367.0
6735,cok,Textiles,2010,542286.0
6736,cok,Textiles,2011,225015.17
6737,cok,Textiles,2012,154936.0
6738,cok,Textiles,2013,85278.0
6739,cok,Textiles,2014,66696.0
6740,cok,Textiles,2015,66525.44
6741,cok,Textiles,2016,139880.89
6742,cok,Textiles,2017,110979.43000000001
6743,cok,Transportation,2008,7248057.0
6744,cok,Transportation,2009,4338927.0600000005
6745,cok,Transportation,2010,252166.04
6746,cok,Transportation,2011,13612287.53
6747,cok,Transportation,2012,9851571.92
6748,cok,Transportation,2013,6235119.529999999
6749,cok,Transportation,2014,7157217.5600000005
6750,cok,Transportation,2015,2913867.08
6751,cok,Transportation,2016,6789134.0
6752,cok,Transportation,2017,6194255.13
6753,cok,Vegetable Products,2008,276726.06
6754,cok,Vegetable Products,2009,159779.49
6755,cok,Vegetable Products,2010,136420.83000000002
6756,cok,Vegetable Products,2011,51455.6
6757,cok,Vegetable Products,2012,319769.45
6758,cok,Vegetable Products,2013,76776.92
6759,cok,Vegetable Products,2014,25826.7
6760,cok,Vegetable Products,2015,14363.78
6761,cok,Vegetable Products,2016,18204.03
6762,cok,Vegetable Products,2017,21177.489999999998
6763,cok,Wood & Wood Products,2008,18295.809999999998
6764,cok,Wood & Wood Products,2009,19488.18
6765,cok,Wood & Wood Products,2010,90944.19
6766,cok,Wood & Wood Products,2011,23744.680000000004
6767,cok,Wood & Wood Products,2012,4083.89
6768,cok,Wood & Wood Products,2013,41477.89
6769,cok,Wood & Wood Products,2014,204838.56
6770,cok,Wood & Wood Products,2015,175914.35
6771,cok,Wood & Wood Products,2016,36969.14
6772,cok,Wood & Wood Products,2017,34514.63
6773,col,Animal & Animal Products,2008,1221824908.42
6774,col,Animal & Animal Products,2009,858717047.9599998
6775,col,Animal & Animal Products,2010,219197336.26000002
6776,col,Animal & Animal Products,2011,261804453.17999995
6777,col,Animal & Animal Products,2012,592620707.3
6778,col,Animal & Animal Products,2013,658911983.22
6779,col,Animal & Animal Products,2014,256295609.92000002
6780,col,Animal & Animal Products,2015,244997555.86999995
6781,col,Animal & Animal Products,2016,217480724.20999998
6782,col,Animal & Animal Products,2017,273404226.21
6783,col,Chemicals & Allied Industries,2008,1883399704.3500009
6784,col,Chemicals & Allied Industries,2009,1894050238.009999
6785,col,Chemicals & Allied Industries,2010,1876027015.8899999
6786,col,Chemicals & Allied Industries,2011,2146123678.9299996
6787,col,Chemicals & Allied Industries,2012,2233144052.4800005
6788,col,Chemicals & Allied Industries,2013,2431983840.8400006
6789,col,Chemicals & Allied Industries,2014,2413905300.0299997
6790,col,Chemicals & Allied Industries,2015,2268906221.4799995
6791,col,Chemicals & Allied Industries,2016,2056824512.1600003
6792,col,Chemicals & Allied Industries,2017,1933648619.539999
6793,col,Foodstuffs,2008,1222922245.9399996
6794,col,Foodstuffs,2009,1387481256.8999994
6795,col,Foodstuffs,2010,1452709606.2799997
6796,col,Foodstuffs,2011,1770385365.5800004
6797,col,Foodstuffs,2012,1560258324.8299997
6798,col,Foodstuffs,2013,1517312307.2200007
6799,col,Foodstuffs,2014,1759367936.04
6800,col,Foodstuffs,2015,1448275452.8500001
6801,col,Foodstuffs,2016,1352496088.4699998
6802,col,Foodstuffs,2017,1368844300.0399995
6803,col,Footwear / Headgear,2008,233006999.4
6804,col,Footwear / Headgear,2009,115674750.02
6805,col,Footwear / Headgear,2010,48145425.31000002
6806,col,Footwear / Headgear,2011,57014312.31000001
6807,col,Footwear / Headgear,2012,58320861.82000001
6808,col,Footwear / Headgear,2013,57367433.85
6809,col,Footwear / Headgear,2014,48765119.710000016
6810,col,Footwear / Headgear,2015,42743251.20000001
6811,col,Footwear / Headgear,2016,38561710.989999995
6812,col,Footwear / Headgear,2017,44833073.669999994
6813,col,Machinery / Electrical,2008,1285185588.8600004
6814,col,Machinery / Electrical,2009,1146932895.4999998
6815,col,Machinery / Electrical,2010,816072161.8999997
6816,col,Machinery / Electrical,2011,954822137.73
6817,col,Machinery / Electrical,2012,1002094491.1300002
6818,col,Machinery / Electrical,2013,1031877793.7400006
6819,col,Machinery / Electrical,2014,1031178117.8999994
6820,col,Machinery / Electrical,2015,971953370.1199999
6821,col,Machinery / Electrical,2016,973064598.2100004
6822,col,Machinery / Electrical,2017,947270782.9999994
6823,col,Metals,2008,2271221080.76
6824,col,Metals,2009,1632556097.22
6825,col,Metals,2010,2026851202.0299997
6826,col,Metals,2011,1958642997.4300003
6827,col,Metals,2012,2016200811.2499998
6828,col,Metals,2013,1760005455.7099998
6829,col,Metals,2014,1593386643.5099995
6830,col,Metals,2015,1256189271.8700006
6831,col,Metals,2016,1056314218.0199997
6832,col,Metals,2017,1191221209.8299992
6833,col,Mineral Products,2008,20163360734.53
6834,col,Mineral Products,2009,18374503098.899998
6835,col,Mineral Products,2010,24169963190.82
6836,col,Mineral Products,2011,39701461747.07
6837,col,Mineral Products,2012,42076527686.119995
6838,col,Mineral Products,2013,40286225929.82001
6839,col,Mineral Products,2014,36801674598.37001
6840,col,Mineral Products,2015,19890969932.35
6841,col,Mineral Products,2016,16023909462.070002
6842,col,Mineral Products,2017,21519514925.62
6843,col,Miscellaneous,2008,442962031.7100001
6844,col,Miscellaneous,2009,337515426.42999995
6845,col,Miscellaneous,2010,295361292.04
6846,col,Miscellaneous,2011,368358629.18000007
6847,col,Miscellaneous,2012,360524109.79999995
6848,col,Miscellaneous,2013,363600052.0799999
6849,col,Miscellaneous,2014,311690114.0800001
6850,col,Miscellaneous,2015,309374989.3000001
6851,col,Miscellaneous,2016,287774530.4999999
6852,col,Miscellaneous,2017,278978176.99999994
6853,col,Plastics / Rubbers,2008,1619012086.3600001
6854,col,Plastics / Rubbers,2009,1276670317.1500003
6855,col,Plastics / Rubbers,2010,1438821280.0
6856,col,Plastics / Rubbers,2011,1740157306.83
6857,col,Plastics / Rubbers,2012,1740390505.61
6858,col,Plastics / Rubbers,2013,1684353602.3300002
6859,col,Plastics / Rubbers,2014,1667265361.9399998
6860,col,Plastics / Rubbers,2015,1466943338.47
6861,col,Plastics / Rubbers,2016,1304831827.92
6862,col,Plastics / Rubbers,2017,1400993493.1600003
6863,col,"Raw Hides, Skins, Leather, & Furs",2008,501324681.8399999
6864,col,"Raw Hides, Skins, Leather, & Furs",2009,200789779.3
6865,col,"Raw Hides, Skins, Leather, & Furs",2010,218642077.26999995
6866,col,"Raw Hides, Skins, Leather, & Furs",2011,261863863.83999997
6867,col,"Raw Hides, Skins, Leather, & Furs",2012,267125056.28
6868,col,"Raw Hides, Skins, Leather, & Furs",2013,301059210.71
6869,col,"Raw Hides, Skins, Leather, & Furs",2014,319135955.96000004
6870,col,"Raw Hides, Skins, Leather, & Furs",2015,273493803.9700001
6871,col,"Raw Hides, Skins, Leather, & Furs",2016,224970340.35999992
6872,col,"Raw Hides, Skins, Leather, & Furs",2017,167176982.26
6873,col,Stone / Glass,2008,1838769142.68
6874,col,Stone / Glass,2009,2107255947.05
6875,col,Stone / Glass,2010,2673326660.0599995
6876,col,Stone / Glass,2011,3516613859.2500005
6877,col,Stone / Glass,2012,4199179451.6499996
6878,col,Stone / Glass,2013,3104783770.2900004
6879,col,Stone / Glass,2014,2459578294.86
6880,col,Stone / Glass,2015,1818938587.21
6881,col,Stone / Glass,2016,1909889965.1799996
6882,col,Stone / Glass,2017,1916690188.21
6883,col,Textiles,2008,2101490678.5399995
6884,col,Textiles,2009,1258167169.2599995
6885,col,Textiles,2010,1101755335.5199997
6886,col,Textiles,2011,1168406209.4900002
6887,col,Textiles,2012,1179326406.7800002
6888,col,Textiles,2013,1038228503.5099999
6889,col,Textiles,2014,925843564.9
6890,col,Textiles,2015,823595564.6799997
6891,col,Textiles,2016,716934558.2000002
6892,col,Textiles,2017,717065979.7200001
6893,col,Transportation,2008,795109819.32
6894,col,Transportation,2009,374007999.22
6895,col,Transportation,2010,598070334.23
6896,col,Transportation,2011,947863121.7099999
6897,col,Transportation,2012,609012290.5000002
6898,col,Transportation,2013,904257208.47
6899,col,Transportation,2014,605350016.1600001
6900,col,Transportation,2015,557121532.7900002
6901,col,Transportation,2016,658742186.5199999
6902,col,Transportation,2017,660115843.7399997
6903,col,Vegetable Products,2008,4916213818.87
6904,col,Vegetable Products,2009,3989661072.9900007
6905,col,Vegetable Products,2010,4437677425.179999
6906,col,Vegetable Products,2011,5500975984.18
6907,col,Vegetable Products,2012,4792918127.06
6908,col,Vegetable Products,2013,4953581990.470002
6909,col,Vegetable Products,2014,5520895323.3099985
6910,col,Vegetable Products,2015,5529937658.000003
6911,col,Vegetable Products,2016,5481233508.569998
6912,col,Vegetable Products,2017,5753521920.86
6913,col,Wood & Wood Products,2008,951046321.83
6914,col,Wood & Wood Products,2009,820528425.9799998
6915,col,Wood & Wood Products,2010,735826350.2300001
6916,col,Wood & Wood Products,2011,792276156.3100001
6917,col,Wood & Wood Products,2012,774325087.9999999
6918,col,Wood & Wood Products,2013,719968659.1699997
6919,col,Wood & Wood Products,2014,687436375.4700001
6920,col,Wood & Wood Products,2015,576130975.1800002
6921,col,Wood & Wood Products,2016,444042171.45000005
6922,col,Wood & Wood Products,2017,480389220.46
6923,com,Animal & Animal Products,2008,10005947.74
6924,com,Animal & Animal Products,2009,6490128.619999999
6925,com,Animal & Animal Products,2010,5070176.28
6926,com,Animal & Animal Products,2011,8071980.17
6927,com,Animal & Animal Products,2012,18431741.419999998
6928,com,Animal & Animal Products,2013,19664700.229999997
6929,com,Animal & Animal Products,2014,278829.73
6930,com,Animal & Animal Products,2015,4107.0
6931,com,Animal & Animal Products,2016,158583.45
6932,com,Animal & Animal Products,2017,0.0
6933,com,Chemicals & Allied Industries,2008,10938819.99
6934,com,Chemicals & Allied Industries,2009,6445069.71
6935,com,Chemicals & Allied Industries,2010,6087985.91
6936,com,Chemicals & Allied Industries,2011,4996399.149999999
6937,com,Chemicals & Allied Industries,2012,5116418.080000001
6938,com,Chemicals & Allied Industries,2013,6015795.28
6939,com,Chemicals & Allied Industries,2014,5807765.98
6940,com,Chemicals & Allied Industries,2015,7048708.82
6941,com,Chemicals & Allied Industries,2016,9843661.44
6942,com,Chemicals & Allied Industries,2017,14460561.35
6943,com,Foodstuffs,2008,310566.08
6944,com,Foodstuffs,2009,326405.86
6945,com,Foodstuffs,2010,1839.87
6946,com,Foodstuffs,2011,1130.05
6947,com,Foodstuffs,2012,66334.34
6948,com,Foodstuffs,2013,477601.18
6949,com,Foodstuffs,2014,23796.0
6950,com,Foodstuffs,2015,0.0
6951,com,Foodstuffs,2016,55310.96
6952,com,Foodstuffs,2017,2080.0
6953,com,Footwear / Headgear,2008,16450.0
6954,com,Footwear / Headgear,2009,53956.0
6955,com,Footwear / Headgear,2010,33936.0
6956,com,Footwear / Headgear,2011,125794.0
6957,com,Footwear / Headgear,2012,145422.0
6958,com,Footwear / Headgear,2013,104746.0
6959,com,Footwear / Headgear,2014,32384.0
6960,com,Footwear / Headgear,2015,41838.0
6961,com,Footwear / Headgear,2016,30999.0
6962,com,Footwear / Headgear,2017,41633.0
6963,com,Machinery / Electrical,2008,2671312.0700000003
6964,com,Machinery / Electrical,2009,3188465.4699999997
6965,com,Machinery / Electrical,2010,1475498.0
6966,com,Machinery / Electrical,2011,1092285.0
6967,com,Machinery / Electrical,2012,612894.18
6968,com,Machinery / Electrical,2013,927991.25
6969,com,Machinery / Electrical,2014,236384.38
6970,com,Machinery / Electrical,2015,558525.8
6971,com,Machinery / Electrical,2016,2453682.56
6972,com,Machinery / Electrical,2017,1147784.22
6973,com,Metals,2008,3559840.9400000004
6974,com,Metals,2009,3070673.2899999996
6975,com,Metals,2010,1084612.3099999998
6976,com,Metals,2011,1744338.9800000002
6977,com,Metals,2012,2104797.55
6978,com,Metals,2013,1330891.4
6979,com,Metals,2014,1165166.1500000001
6980,com,Metals,2015,318522.09
6981,com,Metals,2016,4601995.279999999
6982,com,Metals,2017,467078.88000000006
6983,com,Mineral Products,2008,18604.65
6984,com,Mineral Products,2009,93777.62
6985,com,Mineral Products,2010,20582.8
6986,com,Mineral Products,2011,493603.09
6987,com,Mineral Products,2012,61557.840000000004
6988,com,Mineral Products,2013,86357.75
6989,com,Mineral Products,2014,0.0
6990,com,Mineral Products,2015,1083.36
6991,com,Mineral Products,2016,4512.76
6992,com,Mineral Products,2017,80340.28
6993,com,Miscellaneous,2008,263725.59
6994,com,Miscellaneous,2009,313421.59
6995,com,Miscellaneous,2010,185460.79
6996,com,Miscellaneous,2011,129083.26000000001
6997,com,Miscellaneous,2012,102881.62
6998,com,Miscellaneous,2013,220844.95
6999,com,Miscellaneous,2014,62773.0
7000,com,Miscellaneous,2015,89977.0
7001,com,Miscellaneous,2016,49830.0
7002,com,Miscellaneous,2017,67037.0
7003,com,Plastics / Rubbers,2008,150647.17
7004,com,Plastics / Rubbers,2009,221638.97000000003
7005,com,Plastics / Rubbers,2010,3968.69
7006,com,Plastics / Rubbers,2011,52078.45
7007,com,Plastics / Rubbers,2012,54786.130000000005
7008,com,Plastics / Rubbers,2013,26285.8
7009,com,Plastics / Rubbers,2014,21727.1
7010,com,Plastics / Rubbers,2015,42660.63
7011,com,Plastics / Rubbers,2016,6488.0
7012,com,Plastics / Rubbers,2017,15076.29
7013,com,"Raw Hides, Skins, Leather, & Furs",2008,10937.0
7014,com,"Raw Hides, Skins, Leather, & Furs",2009,2671.0
7015,com,"Raw Hides, Skins, Leather, & Furs",2010,6874.0
7016,com,"Raw Hides, Skins, Leather, & Furs",2011,0.0
7017,com,"Raw Hides, Skins, Leather, & Furs",2012,1308.0
7018,com,"Raw Hides, Skins, Leather, & Furs",2013,34934.0
7019,com,"Raw Hides, Skins, Leather, & Furs",2014,0.0
7020,com,"Raw Hides, Skins, Leather, & Furs",2015,2879.0
7021,com,"Raw Hides, Skins, Leather, & Furs",2016,9179.0
7022,com,"Raw Hides, Skins, Leather, & Furs",2017,2596.0
7023,com,Stone / Glass,2008,5129369.78
7024,com,Stone / Glass,2009,124069.48999999999
7025,com,Stone / Glass,2010,23725.34
7026,com,Stone / Glass,2011,29303.939999999995
7027,com,Stone / Glass,2012,244518.45
7028,com,Stone / Glass,2013,16987.09
7029,com,Stone / Glass,2014,9356.32
7030,com,Stone / Glass,2015,0.0
7031,com,Stone / Glass,2016,1659253.0
7032,com,Stone / Glass,2017,0.0
7033,com,Textiles,2008,61826.0
7034,com,Textiles,2009,252836.72
7035,com,Textiles,2010,94155.79
7036,com,Textiles,2011,93784.85
7037,com,Textiles,2012,91507.1
7038,com,Textiles,2013,408531.14999999997
7039,com,Textiles,2014,857648.56
7040,com,Textiles,2015,712388.74
7041,com,Textiles,2016,221722.0
7042,com,Textiles,2017,129898.0
7043,com,Transportation,2008,9912358.9
7044,com,Transportation,2009,9541316.02
7045,com,Transportation,2010,5040663.27
7046,com,Transportation,2011,12725991.27
7047,com,Transportation,2012,10371942.139999999
7048,com,Transportation,2013,5983844.99
7049,com,Transportation,2014,653316.24
7050,com,Transportation,2015,761463.6499999999
7051,com,Transportation,2016,36991.94
7052,com,Transportation,2017,2961808.15
7053,com,Vegetable Products,2008,9476518.92
7054,com,Vegetable Products,2009,12066264.96
7055,com,Vegetable Products,2010,15701149.510000002
7056,com,Vegetable Products,2011,38211731.87
7057,com,Vegetable Products,2012,30045537.89
7058,com,Vegetable Products,2013,34400230.42
7059,com,Vegetable Products,2014,33796786.19
7060,com,Vegetable Products,2015,28834970.950000003
